x,y,label
7.45891,-1.01969,1.00000
-9.24442,-3.24927,0.00000
5.14690,-5.04579,1.00000
7.92801,8.68408,1.00000
5.57679,-13.86193,0.00000
4.79639,-12.76464,0.00000
-0.27039,13.05494,1.00000
-15.02969,2.98275,1.00000
-8.81480,-4.21273,0.00000
8.20442,-2.51173,1.00000
-11.74140,11.07869,1.00000
-7.13081,-8.77490,0.00000
-10.89209,3.01881,0.00000
16.45774,-1.99543,0.00000
-15.12037,1.93000,1.00000
-8.43390,11.79129,1.00000
9.43567,1.89044,1.00000
11.46528,-8.17974,0.00000
-6.49312,-11.46916,0.00000
-13.86481,6.69609,1.00000
5.85460,-11.03517,0.00000
-0.31709,-5.51768,1.00000
0.08117,11.70806,1.00000
-10.99033,-9.02344,0.00000
-13.77743,0.86715,1.00000
-5.85065,13.58724,1.00000
-2.17462,-12.71038,0.00000
-3.69339,11.26921,1.00000
9.74117,-1.80767,1.00000
8.08881,-13.09923,0.00000
-2.99377,6.85206,0.00000
-9.40711,9.03913,1.00000
5.88594,-13.08513,0.00000
-12.69500,6.85126,1.00000
-8.08308,12.48299,1.00000
11.03481,3.97421,1.00000
4.69796,-4.84108,1.00000
-8.35517,-6.95911,0.00000
2.08038,-13.69432,0.00000
-8.30942,-1.27982,0.00000
6.08454,-13.36056,0.00000
0.66752,-13.44273,0.00000
10.86433,-11.46072,0.00000
6.81332,-4.49006,1.00000
-14.42385,4.16240,1.00000
4.02396,10.16761,1.00000
-12.55482,10.01150,1.00000
15.47289,-3.93017,0.00000
-2.70607,-11.95863,0.00000
6.43075,-12.26845,0.00000
2.93135,12.08165,1.00000
-0.38120,11.46021,1.00000
7.95967,1.91595,1.00000
0.27158,7.92872,0.00000
-8.94304,11.80222,1.00000
-8.38602,10.51984,1.00000
6.64086,8.66229,1.00000
5.96519,-13.25092,0.00000
9.94337,3.59477,1.00000
9.04529,-0.72999,1.00000
10.47307,-8.41193,0.00000
2.55679,3.39114,0.00000
-14.35935,4.01294,1.00000
-6.16582,13.39340,1.00000
-5.86414,-10.10675,0.00000
-10.20653,1.40633,0.00000
-8.06595,-5.07333,0.00000
17.22732,-0.10172,0.00000
-8.97643,10.11870,1.00000
1.57771,-12.72875,0.00000
5.03019,2.18647,0.00000
-10.75602,8.10192,1.00000
-6.09409,13.55743,1.00000
1.12378,11.42302,1.00000
-3.87412,12.23294,1.00000
-4.11007,5.43888,0.00000
10.18774,-9.86992,0.00000
-3.33985,-9.44104,0.00000
10.09394,3.44388,1.00000
14.37098,-5.19609,0.00000
1.57897,-12.97191,0.00000
-5.63472,-2.19402,1.00000
10.54134,-8.27031,0.00000
5.43875,8.51237,1.00000
-14.62839,5.12120,1.00000
9.69953,-10.32263,0.00000
-10.99878,7.73420,1.00000
-2.65850,-4.88537,1.00000
-1.39425,12.61491,1.00000
9.96070,-0.92171,1.00000
14.14765,-4.73828,0.00000
14.10566,-0.27553,0.00000
-9.04959,-3.35475,0.00000
9.22476,6.17504,1.00000
15.49124,-0.59386,0.00000
-9.85438,-1.33441,0.00000
10.19840,-11.48250,0.00000
-8.01599,-3.76399,0.00000
4.50329,11.78260,1.00000
-6.26819,-9.50491,0.00000
1.65407,-6.13492,1.00000
3.40135,3.97237,0.00000
4.62286,-12.16373,0.00000
9.55008,-3.31233,1.00000
-1.60298,-12.84767,0.00000
1.66270,-13.43079,0.00000
4.87413,-12.97828,0.00000
4.44491,12.06312,1.00000
-5.95828,10.00797,1.00000
3.47944,10.81451,1.00000
-6.05547,-10.87493,0.00000
13.11507,-6.13215,0.00000
9.28618,-12.94142,0.00000
1.37203,-12.32793,0.00000
2.85190,-6.38553,1.00000
10.98627,-9.01279,0.00000
16.20438,-1.18348,0.00000
-7.35623,13.87559,1.00000
10.50773,-9.36259,0.00000
4.82485,9.27795,1.00000
-15.70517,0.44204,1.00000
14.23334,-2.59433,0.00000
1.54775,10.99383,1.00000
8.59973,2.69069,1.00000
-7.24296,3.13314,0.00000
7.24604,-10.25400,0.00000
